"gene_symbol","present_in_gpl14951_symbol_or_ilmn_gene","intentionally_modernized"
"MIR181D",TRUE,FALSE
"MIR182",TRUE,FALSE
"MIR1826",TRUE,FALSE
"MIR1827",TRUE,FALSE
"MIR183",TRUE,FALSE
"MIR187",TRUE,FALSE
"MIR188",TRUE,FALSE
"MIR18B",TRUE,FALSE
"MIR190",TRUE,FALSE
"MIR1908",TRUE,FALSE
"MIR1909",TRUE,FALSE
"MIR190B",TRUE,FALSE
"MIR191",TRUE,FALSE
"MIR1910",TRUE,FALSE
"MIR1911",TRUE,FALSE
"MIR1912",TRUE,FALSE
"MIR1913",TRUE,FALSE
"MIR1914",TRUE,FALSE
"MIR1915",TRUE,FALSE
"MIR192",TRUE,FALSE
"MIR193A",TRUE,FALSE
"MIR193B",TRUE,FALSE
"MIR194-1",TRUE,FALSE
"MIR194-2",TRUE,FALSE
"MIR195",TRUE,FALSE
"MIR196A1",TRUE,FALSE
"MIR196A2",TRUE,FALSE
"MIR196B",TRUE,FALSE
"MIR197",TRUE,FALSE
"MIR1974",TRUE,FALSE
"MIR1976",TRUE,FALSE
"MIR1978",TRUE,FALSE
"MIR1979",TRUE,FALSE
"MIR199A1",TRUE,FALSE
"MIR199A2",TRUE,FALSE
"MIR199B",TRUE,FALSE
"MIR19B2",TRUE,FALSE
"MIR200A",TRUE,FALSE
"MIR200B",TRUE,FALSE
"MIR200C",TRUE,FALSE
"MIR202",TRUE,FALSE
"MIR203",TRUE,FALSE
"MIR204",TRUE,FALSE
"MIR205",TRUE,FALSE
"MIR2052",TRUE,FALSE
"MIR2053",TRUE,FALSE
"MIR206",TRUE,FALSE
"MIR208A",TRUE,FALSE
"MIR208B",TRUE,FALSE
"MIR20B",TRUE,FALSE
"MIR21",TRUE,FALSE
"MIR210",TRUE,FALSE
"MIR211",TRUE,FALSE
"MIR2113",TRUE,FALSE
"MIR2114",TRUE,FALSE
"MIR2115",TRUE,FALSE
"MIR2116",TRUE,FALSE
"MIR2117",TRUE,FALSE
"MIR212",TRUE,FALSE
"MIR214",TRUE,FALSE
"MIR215",TRUE,FALSE
"MIR216A",TRUE,FALSE
"MIR216B",TRUE,FALSE
"MIR217",TRUE,FALSE
"MIR218-1",TRUE,FALSE
"MIR218-2",TRUE,FALSE
"MIR219-2",TRUE,FALSE
"MIR220C",TRUE,FALSE
"MIR221",TRUE,FALSE
"MIR222",TRUE,FALSE
"MIR223",TRUE,FALSE
"MIR224",TRUE,FALSE
"MIR2276",TRUE,FALSE
"MIR2278",TRUE,FALSE
"MIR23B",TRUE,FALSE
"MIR24-1",TRUE,FALSE
"MIR24-2",TRUE,FALSE
"MIR25",TRUE,FALSE
"MIR26A1",TRUE,FALSE
"MIR26A2",TRUE,FALSE
"MIR26B",TRUE,FALSE
"MIR27A",TRUE,FALSE
"MIR27B",TRUE,FALSE
"MIR296",TRUE,FALSE
"MIR297",TRUE,FALSE
"MIR298",TRUE,FALSE
"MIR299",TRUE,FALSE
"MIR29A",TRUE,FALSE
"MIR29B1",TRUE,FALSE
"MIR300",TRUE,FALSE
"MIR301A",TRUE,FALSE
"MIR301B",TRUE,FALSE
"MIR302A",TRUE,FALSE
"MIR302B",TRUE,FALSE
"MIR302C",TRUE,FALSE
"MIR302E",TRUE,FALSE
"MIR302F",TRUE,FALSE
"MIR30A",TRUE,FALSE
"MIR30B",TRUE,FALSE
"MIR30C1",TRUE,FALSE
"MIR30C2",TRUE,FALSE
"MIR30D",TRUE,FALSE
"MIR30E",TRUE,FALSE
"MIR31",TRUE,FALSE
"MIR32",TRUE,FALSE
"MIR320A",TRUE,FALSE
"MIR320B1",TRUE,FALSE
"MIR320B2",TRUE,FALSE
"MIR320C1",TRUE,FALSE
"MIR323",TRUE,FALSE
"MIR324",TRUE,FALSE
"MIR325",TRUE,FALSE
"MIR326",TRUE,FALSE
"MIR328",TRUE,FALSE
"MIR330",TRUE,FALSE
"MIR331",TRUE,FALSE
"MIR335",TRUE,FALSE
"MIR337",TRUE,FALSE
"MIR338",TRUE,FALSE
"MIR340",TRUE,FALSE
"MIR342",TRUE,FALSE
"MIR345",TRUE,FALSE
"MIR346",TRUE,FALSE
"MIR34A",TRUE,FALSE
"MIR34B",TRUE,FALSE
"MIR361",TRUE,FALSE
"MIR362",TRUE,FALSE
"MIR363",TRUE,FALSE
"MIR365-2",TRUE,FALSE
"MIR367",TRUE,FALSE
"MIR369",TRUE,FALSE
"MIR370",TRUE,FALSE
"MIR371",TRUE,FALSE
"MIR372",TRUE,FALSE
"MIR373",TRUE,FALSE
"MIR374A",TRUE,FALSE
"MIR374B",TRUE,FALSE
"MIR375",TRUE,FALSE
"MIR376A1",TRUE,FALSE
"MIR376A2",TRUE,FALSE
"MIR376B",TRUE,FALSE
"MIR376C",TRUE,FALSE
"MIR377",TRUE,FALSE
"MIR379",TRUE,FALSE
"MIR380",TRUE,FALSE
"MIR381",TRUE,FALSE
"MIR382",TRUE,FALSE
"MIR383",TRUE,FALSE
"MIR384",TRUE,FALSE
"MIR409",TRUE,FALSE
"MIR410",TRUE,FALSE
"MIR411",TRUE,FALSE
"MIR412",TRUE,FALSE
"MIR421",TRUE,FALSE
"MIR422A",TRUE,FALSE
"MIR423",TRUE,FALSE
"MIR424",TRUE,FALSE
"MIR425",TRUE,FALSE
"MIR429",TRUE,FALSE
"MIR449A",TRUE,FALSE
"MIR449B",TRUE,FALSE
"MIR449C",TRUE,FALSE
"MIR450A1",TRUE,FALSE
"MIR450A2",TRUE,FALSE
"MIR450B",TRUE,FALSE
"MIR451",TRUE,FALSE
"MIR452",TRUE,FALSE
"MIR453",TRUE,FALSE
"MIR454",TRUE,FALSE
"MIR455",TRUE,FALSE
"MIR483",TRUE,FALSE
"MIR485",TRUE,FALSE
"MIR486",TRUE,FALSE
"MIR487A",TRUE,FALSE
"MIR488",TRUE,FALSE
"MIR489",TRUE,FALSE
"MIR490",TRUE,FALSE
"MIR491",TRUE,FALSE
"MIR494",TRUE,FALSE
"MIR495",TRUE,FALSE
"MIR496",TRUE,FALSE
"MIR497",TRUE,FALSE
"MIR498",TRUE,FALSE
"MIR499",TRUE,FALSE
"MIR503",TRUE,FALSE
"MIR505",TRUE,FALSE
"MIR508",TRUE,FALSE
"MIR509-2",TRUE,FALSE
"MIR509-3",TRUE,FALSE
"MIR510",TRUE,FALSE
"MIR512-2",TRUE,FALSE
"MIR513A2",TRUE,FALSE
"MIR514-2",TRUE,FALSE
"MIR515-2",TRUE,FALSE
"MIR517B",TRUE,FALSE
"MIR519D",TRUE,FALSE
"MIR519E",TRUE,FALSE
"MIR520H",TRUE,FALSE
"MIR524",TRUE,FALSE
"MIR532",TRUE,FALSE
"MIR539",TRUE,FALSE
"MIR541",TRUE,FALSE
"MIR542",TRUE,FALSE
"MIR544",TRUE,FALSE
"MIR545",TRUE,FALSE
"MIR548A1",TRUE,FALSE
"MIR548A2",TRUE,FALSE
"MIR548A3",TRUE,FALSE
"MIR548B",TRUE,FALSE
"MIR548C",TRUE,FALSE
"MIR548E",TRUE,FALSE
"MIR548F1",TRUE,FALSE
"MIR548F2",TRUE,FALSE
"MIR548F4",TRUE,FALSE
"MIR548G",TRUE,FALSE
"MIR548H1",TRUE,FALSE
"MIR548H3",TRUE,FALSE
"MIR548H4",TRUE,FALSE
"MIR548I1",TRUE,FALSE
"MIR548I2",TRUE,FALSE
"MIR548I4",TRUE,FALSE
"MIR548J",TRUE,FALSE
"MIR548K",TRUE,FALSE
"MIR548L",TRUE,FALSE
"MIR548M",TRUE,FALSE
"MIR548N",TRUE,FALSE
"MIR548O",TRUE,FALSE
"MIR548P",TRUE,FALSE
"MIR548Q",TRUE,FALSE
"MIR549",TRUE,FALSE
"MIR550-2",TRUE,FALSE
"MIR551A",TRUE,FALSE
"MIR551B",TRUE,FALSE
"MIR552",TRUE,FALSE
"MIR554",TRUE,FALSE
"MIR555",TRUE,FALSE
"MIR556",TRUE,FALSE
"MIR557",TRUE,FALSE
"MIR558",TRUE,FALSE
"MIR559",TRUE,FALSE
"MIR561",TRUE,FALSE
"MIR562",TRUE,FALSE
"MIR563",TRUE,FALSE
"MIR564",TRUE,FALSE
"MIR567",TRUE,FALSE
"MIR569",TRUE,FALSE
"MIR570",TRUE,FALSE
"MIR571",TRUE,FALSE
"MIR572",TRUE,FALSE
"MIR573",TRUE,FALSE
"MIR575",TRUE,FALSE
"MIR576",TRUE,FALSE
"MIR577",TRUE,FALSE
"MIR578",TRUE,FALSE
"MIR579",TRUE,FALSE
"MIR580",TRUE,FALSE
"MIR581",TRUE,FALSE
"MIR582",TRUE,FALSE
"MIR583",TRUE,FALSE
"MIR584",TRUE,FALSE
"MIR585",TRUE,FALSE
"MIR586",TRUE,FALSE
"MIR587",TRUE,FALSE
"MIR588",TRUE,FALSE
"MIR589",TRUE,FALSE
"MIR590",TRUE,FALSE
"MIR591",TRUE,FALSE
"MIR592",TRUE,FALSE
"MIR593",TRUE,FALSE
"MIR595",TRUE,FALSE
"MIR596",TRUE,FALSE
"MIR597",TRUE,FALSE
"MIR598",TRUE,FALSE
"MIR599",TRUE,FALSE
"MIR601",TRUE,FALSE
"MIR602",TRUE,FALSE
"MIR603",TRUE,FALSE
"MIR604",TRUE,FALSE
"MIR605",TRUE,FALSE
"MIR606",TRUE,FALSE
"MIR607",TRUE,FALSE
"MIR608",TRUE,FALSE
"MIR609",TRUE,FALSE
"MIR610",TRUE,FALSE
"MIR611",TRUE,FALSE
"MIR612",TRUE,FALSE
"MIR613",TRUE,FALSE
"MIR614",TRUE,FALSE
"MIR617",TRUE,FALSE
"MIR618",TRUE,FALSE
"MIR620",TRUE,FALSE
"MIR623",TRUE,FALSE
"MIR624",TRUE,FALSE
"MIR625",TRUE,FALSE
"MIR626",TRUE,FALSE
"MIR627",TRUE,FALSE
"MIR629",TRUE,FALSE
"MIR630",TRUE,FALSE
"MIR631",TRUE,FALSE
"MIR632",TRUE,FALSE
"MIR633",TRUE,FALSE
"MIR634",TRUE,FALSE
"MIR635",TRUE,FALSE
"MIR636",TRUE,FALSE
"MIR637",TRUE,FALSE
"MIR638",TRUE,FALSE
"MIR640",TRUE,FALSE
"MIR641",TRUE,FALSE
"MIR643",TRUE,FALSE
"MIR644",TRUE,FALSE
"MIR645",TRUE,FALSE
"MIR646",TRUE,FALSE
"MIR647",TRUE,FALSE
"MIR648",TRUE,FALSE
"MIR649",TRUE,FALSE
"MIR651",TRUE,FALSE
"MIR653",TRUE,FALSE
"MIR654",TRUE,FALSE
"MIR655",TRUE,FALSE
"MIR656",TRUE,FALSE
"MIR657",TRUE,FALSE
"MIR658",TRUE,FALSE
"MIR659",TRUE,FALSE
"MIR660",TRUE,FALSE
"MIR663B",TRUE,FALSE
"MIR665",TRUE,FALSE
"MIR668",TRUE,FALSE
"MIR670",TRUE,FALSE
"MIR7-1",TRUE,FALSE
"MIR7-3",TRUE,FALSE
"MIR708",TRUE,FALSE
"MIR718",TRUE,FALSE
"MIR720",TRUE,FALSE
"MIR744",TRUE,FALSE
"MIR758",TRUE,FALSE
"MIR759",TRUE,FALSE
"MIR760",TRUE,FALSE
"MIR761",TRUE,FALSE
"MIR764",TRUE,FALSE
"MIR765",TRUE,FALSE
"MIR766",TRUE,FALSE
"MIR767",TRUE,FALSE
"MIR769",TRUE,FALSE
"MIR770",TRUE,FALSE
"MIR802",TRUE,FALSE
"MIR873",TRUE,FALSE
"MIR874",TRUE,FALSE
"MIR875",TRUE,FALSE
"MIR877",TRUE,FALSE
"MIR885",TRUE,FALSE
"MIR886",TRUE,FALSE
"MIR887",TRUE,FALSE
"MIR888",TRUE,FALSE
"MIR889",TRUE,FALSE
"MIR890",TRUE,FALSE
"MIR891A",TRUE,FALSE
"MIR891B",TRUE,FALSE
"MIR892A",TRUE,FALSE
"MIR892B",TRUE,FALSE
"MIR9-1",TRUE,FALSE
"MIR9-3",TRUE,FALSE
"MIR920",TRUE,FALSE
"MIR921",TRUE,FALSE
"MIR924",TRUE,FALSE
"MIR92A2",TRUE,FALSE
"MIR92B",TRUE,FALSE
"MIR93",TRUE,FALSE
"MIR933",TRUE,FALSE
"MIR934",TRUE,FALSE
"MIR937",TRUE,FALSE
"MIR938",TRUE,FALSE
"MIR939",TRUE,FALSE
"MIR941-2",TRUE,FALSE
"MIR942",TRUE,FALSE
"MIR943",TRUE,FALSE
"MIR944",TRUE,FALSE
"MIR96",TRUE,FALSE
"MIR98",TRUE,FALSE
"MIR99A",TRUE,FALSE
"MIR99B",TRUE,FALSE
"MIRLET7A1",TRUE,FALSE
"MIRLET7A2",TRUE,FALSE
"MIRLET7C",TRUE,FALSE
"MIRLET7D",TRUE,FALSE
"MIRLET7E",TRUE,FALSE
"MIRLET7F1",TRUE,FALSE
"MIRLET7F2",TRUE,FALSE
"MIRLET7G",TRUE,FALSE
"MIRLET7I",TRUE,FALSE
"MIS12",TRUE,FALSE
"MIST",TRUE,FALSE
"MITD1",TRUE,FALSE
"MITF",TRUE,FALSE
"MIXL1",TRUE,FALSE
"MKI67",TRUE,FALSE
"MKI67IP",TRUE,FALSE
"MKKS",TRUE,FALSE
"MKL1",TRUE,FALSE
"MKL2",TRUE,FALSE
"MKLN1",TRUE,FALSE
"MKNK1",TRUE,FALSE
"MKNK2",TRUE,FALSE
"MKRN1",TRUE,FALSE
"MKRN2",TRUE,FALSE
"MKRN3",TRUE,FALSE
"MKS1",TRUE,FALSE
"MKX",TRUE,FALSE
"MLANA",TRUE,FALSE
"MLC1",TRUE,FALSE
"MLEC",TRUE,FALSE
"MLF1",TRUE,FALSE
"MLF1IP",TRUE,FALSE
"MLF2",TRUE,FALSE
"MLH1",TRUE,FALSE
"MLH3",TRUE,FALSE
"MLKL",TRUE,FALSE
"MLL",TRUE,FALSE
"MLL2",TRUE,FALSE
"MLL3",TRUE,FALSE
"MLL4",TRUE,FALSE
"MLL5",TRUE,FALSE
"MLLT1",TRUE,FALSE
"MLLT10",TRUE,FALSE
"MLLT11",TRUE,FALSE
"MLLT3",TRUE,FALSE
"MLLT4",TRUE,FALSE
"MLLT6",TRUE,FALSE
"MLN",TRUE,FALSE
"MLNR",TRUE,FALSE
"MLPH",TRUE,FALSE
"MLST8",TRUE,FALSE
"MLX",TRUE,FALSE
"MLXIP",TRUE,FALSE
"MLXIPL",TRUE,FALSE
"MLYCD",TRUE,FALSE
"MMAA",TRUE,FALSE
"MMAB",TRUE,FALSE
"MMACHC",TRUE,FALSE
"MMADHC",TRUE,FALSE
"MMD",TRUE,FALSE
"MMD2",TRUE,FALSE
"MME",TRUE,FALSE
"MMEL1",TRUE,FALSE
"MMGT1",TRUE,FALSE
"MMP1",TRUE,FALSE
"MMP10",TRUE,FALSE
"MMP11",TRUE,FALSE
"MMP12",TRUE,FALSE
"MMP13",TRUE,FALSE
"MMP14",TRUE,FALSE
"MMP15",TRUE,FALSE
"MMP16",TRUE,FALSE
"MMP17",TRUE,FALSE
"MMP19",TRUE,FALSE
"MMP2",TRUE,FALSE
"MMP20",TRUE,FALSE
"MMP21",TRUE,FALSE
"MMP23A",TRUE,FALSE
"MMP23B",TRUE,FALSE
"MMP24",TRUE,FALSE
"MMP25",TRUE,FALSE
"MMP26",TRUE,FALSE
"MMP27",TRUE,FALSE
"MMP28",TRUE,FALSE
"MMP3",TRUE,FALSE
"MMP7",TRUE,FALSE
"MMP8",TRUE,FALSE
"MMP9",TRUE,FALSE
"MMRN1",TRUE,FALSE
"MMRN2",TRUE,FALSE
"MMS19",TRUE,FALSE
"MMS19L",TRUE,FALSE
"MN1",TRUE,FALSE
"MNAT1",TRUE,FALSE
"MND1",TRUE,FALSE
"MNDA",TRUE,FALSE
"MNS1",TRUE,FALSE
"MNT",TRUE,FALSE
"MNX1",TRUE,FALSE
"MOAP1",TRUE,FALSE
"MOBK1B",TRUE,FALSE
"MOBKL1A",TRUE,FALSE
"MOBKL1B",TRUE,FALSE
"MOBKL2A",TRUE,FALSE
"MOBKL2B",TRUE,FALSE
"MOBKL2C",TRUE,FALSE
"MOBKL3",TRUE,FALSE
"MOBP",TRUE,FALSE
"MOCOS",TRUE,FALSE
"MOCS1",TRUE,FALSE
"MOCS2",TRUE,FALSE
"MOCS3",TRUE,FALSE
"MOG",TRUE,FALSE
"MOGAT1",TRUE,FALSE
"MOGAT2",TRUE,FALSE
"MOGAT3",TRUE,FALSE
"MOGS",TRUE,FALSE
"MON1A",TRUE,FALSE
"MON1B",TRUE,FALSE
"MON2",TRUE,FALSE
"MORC1",TRUE,FALSE
"MORC2",TRUE,FALSE
"MORC3",TRUE,FALSE
"MORC4",TRUE,FALSE
"MORF4",TRUE,FALSE
"MORF4L1",TRUE,FALSE
"MORF4L2",TRUE,FALSE
"MORG1",TRUE,FALSE
"MORN1",TRUE,FALSE
"MORN2",TRUE,FALSE
"MORN3",TRUE,FALSE
"MORN4",TRUE,FALSE
"MORN5",TRUE,FALSE
"MOS",TRUE,FALSE
"MOSC1",TRUE,FALSE
"MOSC2",TRUE,FALSE
"MOSPD1",TRUE,FALSE
"MOSPD2",TRUE,FALSE
"MOSPD3",TRUE,FALSE
"MOV10",TRUE,FALSE
"MOV10L1",TRUE,FALSE
"MOXD1",TRUE,FALSE
"MOXD2",TRUE,FALSE
"MPDU1",TRUE,FALSE
"MPDZ",TRUE,FALSE
"MPG",TRUE,FALSE
"MPHOSPH10",TRUE,FALSE
"MPHOSPH6",TRUE,FALSE
"MPHOSPH8",TRUE,FALSE
"MPHOSPH9",TRUE,FALSE
"MPI",TRUE,FALSE
"MPL",TRUE,FALSE
"MPND",TRUE,FALSE
"MPO",TRUE,FALSE
"MPP1",TRUE,FALSE
"MPP2",TRUE,FALSE
"MPP3",TRUE,FALSE
"MPP4",TRUE,FALSE
"MPP5",TRUE,FALSE
"MPP6",TRUE,FALSE
"MPP7",TRUE,FALSE
"MPPE1",TRUE,FALSE
"MPPED1",TRUE,FALSE
"MPPED2",TRUE,FALSE
"MPRIP",TRUE,FALSE
"MPST",TRUE,FALSE
"MPV17",TRUE,FALSE
"MPV17L",TRUE,FALSE
"MPV17L2",TRUE,FALSE
"MPZ",TRUE,FALSE
"MPZL1",TRUE,FALSE
"MPZL2",TRUE,FALSE
"MPZL3",TRUE,FALSE
"MR1",TRUE,FALSE
"MRAP",TRUE,FALSE
"MRAP2",TRUE,FALSE
"MRAS",TRUE,FALSE
"MRC1",TRUE,FALSE
"MRC1L1",TRUE,FALSE
"MRC2",TRUE,FALSE
"MRE11A",TRUE,FALSE
"MREG",TRUE,FALSE
"MRFAP1",TRUE,FALSE
"MRFAP1L1",TRUE,FALSE
"MRGPRD",TRUE,FALSE
"MRGPRE",TRUE,FALSE
"MRGPRF",TRUE,FALSE
"MRGPRX1",TRUE,FALSE
"MRGPRX2",TRUE,FALSE
"MRGPRX3",TRUE,FALSE
"MRGPRX4",TRUE,FALSE
"MRI1",TRUE,FALSE
"MRLC2",TRUE,FALSE
"MRM1",TRUE,FALSE
"MRO",TRUE,FALSE
"MRP63",TRUE,FALSE
"MRPL1",TRUE,FALSE
"MRPL10",TRUE,FALSE
"MRPL11",TRUE,FALSE
"MRPL12",TRUE,FALSE
"MRPL13",TRUE,FALSE
"MRPL14",TRUE,FALSE
"MRPL15",TRUE,FALSE
"MRPL16",TRUE,FALSE
"MRPL17",TRUE,FALSE
"MRPL18",TRUE,FALSE
"MRPL19",TRUE,FALSE
"MRPL2",TRUE,FALSE
"MRPL20",TRUE,FALSE
"MRPL21",TRUE,FALSE
"MRPL22",TRUE,FALSE
"MRPL23",TRUE,FALSE
"MRPL24",TRUE,FALSE
"MRPL27",TRUE,FALSE
"MRPL28",TRUE,FALSE
"MRPL3",TRUE,FALSE
"MRPL30",TRUE,FALSE
"MRPL32",TRUE,FALSE
"MRPL33",TRUE,FALSE
"MRPL34",TRUE,FALSE
"MRPL35",TRUE,FALSE
"MRPL36",TRUE,FALSE
"MRPL37",TRUE,FALSE
"MRPL38",TRUE,FALSE
"MRPL39",TRUE,FALSE
"MRPL4",TRUE,FALSE
"MRPL40",TRUE,FALSE
"MRPL41",TRUE,FALSE
"MRPL42",TRUE,FALSE
"MRPL42P5",TRUE,FALSE
"MRPL43",TRUE,FALSE
"MRPL44",TRUE,FALSE
"MRPL45",TRUE,FALSE
"MRPL46",TRUE,FALSE
"MRPL47",TRUE,FALSE
"MRPL48",TRUE,FALSE
"MRPL49",TRUE,FALSE
"MRPL50",TRUE,FALSE
"MRPL51",TRUE,FALSE
"MRPL52",TRUE,FALSE
"MRPL53",TRUE,FALSE
"MRPL54",TRUE,FALSE
"MRPL55",TRUE,FALSE
"MRPL9",TRUE,FALSE
"MRPS10",TRUE,FALSE
"MRPS11",TRUE,FALSE
"MRPS12",TRUE,FALSE
"MRPS14",TRUE,FALSE
"MRPS15",TRUE,FALSE
"MRPS16",TRUE,FALSE
"MRPS17",TRUE,FALSE
"MRPS18A",TRUE,FALSE
"MRPS18B",TRUE,FALSE
"MRPS18C",TRUE,FALSE
"MRPS2",TRUE,FALSE
"MRPS21",TRUE,FALSE
"MRPS22",TRUE,FALSE
"MRPS23",TRUE,FALSE
"MRPS24",TRUE,FALSE
"MRPS26",TRUE,FALSE
"MRPS27",TRUE,FALSE
"MRPS28",TRUE,FALSE
"MRPS30",TRUE,FALSE
"MRPS31",TRUE,FALSE
"MRPS33",TRUE,FALSE
"MRPS34",TRUE,FALSE
"MRPS35",TRUE,FALSE
"MRPS36",TRUE,FALSE
"MRPS5",TRUE,FALSE
"MRPS6",TRUE,FALSE
"MRPS7",TRUE,FALSE
"MRPS9",TRUE,FALSE
"MRRF",TRUE,FALSE
"MRS2",TRUE,FALSE
"MRS2P2",TRUE,FALSE
"MRTO4",TRUE,FALSE
"MRVI1",TRUE,FALSE
"MS4A1",TRUE,FALSE
"MS4A10",TRUE,FALSE
"MS4A12",TRUE,FALSE
"MS4A13",TRUE,FALSE
"MS4A14",TRUE,FALSE
"MS4A15",TRUE,FALSE
"MS4A2",TRUE,FALSE
"MS4A3",TRUE,FALSE
"MS4A4A",TRUE,FALSE
"MS4A5",TRUE,FALSE
"MS4A6A",TRUE,FALSE
"MS4A6E",TRUE,FALSE
"MS4A7",TRUE,FALSE
"MS4A8B",TRUE,FALSE
"MSC",TRUE,FALSE
"MSH2",TRUE,FALSE
"MSH3",TRUE,FALSE
"MSH4",TRUE,FALSE
"MSH5",TRUE,FALSE
"MSH6",TRUE,FALSE
"MSI1",TRUE,FALSE
"MSI2",TRUE,FALSE
"MSL1",TRUE,FALSE
"MSL2",TRUE,FALSE
"MSL3",TRUE,FALSE
"MSL3L1",TRUE,FALSE
"MSLN",TRUE,FALSE
"MSLNL",TRUE,FALSE
"MSMB",TRUE,FALSE
"MSMP",TRUE,FALSE
"MSN",TRUE,FALSE
"MSR1",TRUE,FALSE
"MSRA",TRUE,FALSE
"MSRB2",TRUE,FALSE
"MSRB3",TRUE,FALSE
"MST1R",TRUE,FALSE
"MST4",TRUE,FALSE
"MSTN",TRUE,FALSE
"MSTO2P",TRUE,FALSE
"MSTP9",TRUE,FALSE
"MSX1",TRUE,FALSE
"MSX2",TRUE,FALSE
"MSX2P1",TRUE,FALSE
"MT1A",TRUE,FALSE
"MT1B",TRUE,FALSE
"MT1E",TRUE,FALSE
"MT1F",TRUE,FALSE
"MT1G",TRUE,FALSE
"MT1H",TRUE,FALSE
"MT1IP",TRUE,FALSE
"MT1M",TRUE,FALSE
"MT1P2",TRUE,FALSE
"MT1X",TRUE,FALSE
"MT2A",TRUE,FALSE
"MT3",TRUE,FALSE
"MT4",TRUE,FALSE
"MTA1",TRUE,FALSE
"MTA2",TRUE,FALSE
"MTA3",TRUE,FALSE
"MTAP",TRUE,FALSE
"MTBP",TRUE,FALSE
"MTCH1",TRUE,FALSE
"MTCH2",TRUE,FALSE
"MTCP1",TRUE,FALSE
"MTDH",TRUE,FALSE
"MTE",TRUE,FALSE
"MTERF",TRUE,FALSE
"MTERFD1",TRUE,FALSE
"MTERFD2",TRUE,FALSE
"MTERFD3",TRUE,FALSE
"MTF1",TRUE,FALSE
"MTF2",TRUE,FALSE
"MTFMT",TRUE,FALSE
"MTFR1",TRUE,FALSE
"MTG1",TRUE,FALSE
"MTHFD1",TRUE,FALSE
"MTHFD1L",TRUE,FALSE
"MTHFD2",TRUE,FALSE
"MTHFD2L",TRUE,FALSE
"MTHFR",TRUE,FALSE
"MTHFS",TRUE,FALSE
"MTHFSD",TRUE,FALSE
"MTIF2",TRUE,FALSE
"MTIF3",TRUE,FALSE
"MTL5",TRUE,FALSE
"MTM1",TRUE,FALSE
"MTMR1",TRUE,FALSE
"MTMR10",TRUE,FALSE
"MTMR11",TRUE,FALSE
"MTMR12",TRUE,FALSE
"MTMR14",TRUE,FALSE
"MTMR15",TRUE,FALSE
"MTMR2",TRUE,FALSE
"MTMR3",TRUE,FALSE
"MTMR4",TRUE,FALSE
"MTMR6",TRUE,FALSE
"MTMR7",TRUE,FALSE
"MTMR8",TRUE,FALSE
"MTMR9",TRUE,FALSE
"MTNR1A",TRUE,FALSE
"MTNR1B",TRUE,FALSE
"MTO1",TRUE,FALSE
"MTP18",TRUE,FALSE
"MTPAP",TRUE,FALSE
"MTPN",TRUE,FALSE
"MTR",TRUE,FALSE
"MTRF1",TRUE,FALSE
"MTRF1L",TRUE,FALSE
"MTRR",TRUE,FALSE
"MTSS1",TRUE,FALSE
"MTSS1L",TRUE,FALSE
"MTTP",TRUE,FALSE
"MTUS1",TRUE,FALSE
"MTUS2",TRUE,FALSE
"MTX1",TRUE,FALSE
"MTX2",TRUE,FALSE
"MTX3",TRUE,FALSE
"MUC1",TRUE,FALSE
"MUC13",TRUE,FALSE
"MUC15",TRUE,FALSE
"MUC16",TRUE,FALSE
"MUC17",TRUE,FALSE
"MUC2",TRUE,FALSE
"MUC20",TRUE,FALSE
"MUC21",TRUE,FALSE
"MUC4",TRUE,FALSE
"MUC7",TRUE,FALSE
"MUCL1",TRUE,FALSE
"MUDENG",TRUE,FALSE
"MUL1",TRUE,FALSE
"MUM1",TRUE,FALSE
"MUM1L1",TRUE,FALSE
"MUPCDH",TRUE,FALSE
"MURC",TRUE,FALSE
"MUS81",TRUE,FALSE
"MUSK",TRUE,FALSE
"MUSTN1",TRUE,FALSE
"MUT",TRUE,FALSE
"MUTED",TRUE,FALSE
"MUTYH",TRUE,FALSE
"MVD",TRUE,FALSE
"MVK",TRUE,FALSE
"MVP",TRUE,FALSE
"MX1",TRUE,FALSE
"MX2",TRUE,FALSE
"MXD1",TRUE,FALSE
"MXD3",TRUE,FALSE
"MXD4",TRUE,FALSE
"MXI1",TRUE,FALSE
"MXRA5",TRUE,FALSE
"MXRA7",TRUE,FALSE
"MXRA8",TRUE,FALSE
"MYADM",TRUE,FALSE
"MYADML",TRUE,FALSE
"MYB",TRUE,FALSE
"MYBBP1A",TRUE,FALSE
"MYBL1",TRUE,FALSE
"MYBL2",TRUE,FALSE
"MYBPC1",TRUE,FALSE
"MYBPC2",TRUE,FALSE
"MYBPC3",TRUE,FALSE
"MYBPH",TRUE,FALSE
"MYBPHL",TRUE,FALSE
"MYC",TRUE,FALSE
"MYCBP",TRUE,FALSE
"MYCBP2",TRUE,FALSE
"MYCBPAP",TRUE,FALSE
"MYCL1",TRUE,FALSE
"MYCN",TRUE,FALSE
"MYCT1",TRUE,FALSE
"MYD88",TRUE,FALSE
"MYEF2",TRUE,FALSE
"MYEOV",TRUE,FALSE
"MYEOV2",TRUE,FALSE
"MYF5",TRUE,FALSE
"MYF6",TRUE,FALSE
"MYH1",TRUE,FALSE
"MYH10",TRUE,FALSE
"MYH11",TRUE,FALSE
"MYH13",TRUE,FALSE
"MYH14",TRUE,FALSE
"MYH16",TRUE,FALSE
